Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Popularity,YouTube Views,YouTube Likes
VIBEZ,KIRK,DaBaby,9/27/2019,1470,38.2,432315500,95756,59,161619855,1879161
TOES (feat. Lil Baby & Moneybagg Yo),KIRK,DaBaby,9/27/2019,2499,28.4,349688559,77636,60,66011548,699236
Slide,Slide,H.E.R.,9/27/2019,3781,22,224529894,50674,53,268061194,2237400
Joro,Joro,Wizkid,9/30/2019,4005,21.3,117819788,59052,59,312077132,1773615
Under The Influence,Indigo (Extended),Chris Brown,10/4/2019,423,74.9,1249760413,202465,79,699931779,6139127
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,10/4/2019,443,73.2,1625149693,304394,78,925241514,9308268
Still Don't Know My Name,Euphoria (Original Score from the HBO Series),Labrinth,10/4/2019,2185,30.6,666107710,127503,71,234005957,3231466
Forever,Euphoria (Original Score from the HBO Series),Labrinth,10/4/2019,2949,25.7,321892912,74664,62,71926168,1129180
10000 Hours (with Justin Bieber),10000 Hours (with Justin Bieber),Dan + Shay,10/4/2019,3215,24.3,1060319450,93637,67,361854211,3836505
10000 Hours,10000 Hours (with Justin Bieber),Dan + Shay,10/4/2019,3364,23.7,1060667446,170,15,,
Formula,Euphoria (Original Score from the HBO Series),Labrinth,10/4/2019,4034,21.2,836491531,114619,79,95215206,1310860
"Shaitan Ka Saala (From ""Housefull 4"")","Shaitan Ka Saala (From ""Housefull 4"")",Sohail Sen,10/7/2019,1805,34.2,35269135,3782,44,1364545600,4782629
ROXANNE,ROXANNE,Arizona Zervas,10/10/2019,939,49.7,1474968552,170595,68,473697535,5439167
Sex Sounds,True 2 Myself,Lil Tjay,10/11/2019,1495,37.9,413974601,110016,69,157947172,1678467
Make No Sense,AI YoungBoy 2,YoungBoy Never Broke Again,10/11/2019,3876,21.7,404692736,117843,69,122850735,1344633
Got What I Got,From the album '9',Jason Aldean,10/11/2019,4414,19.9,184488165,22640,59,220205995,1704011
MALA SANTA,MALA SANTA,Becky G,10/11/2019,4446,19.8,189969086,27387,54,474789534,3191466
RITMO (Bad Boys For Life),RITMO (Bad Boys For Life),Black Eyed Peas,10/12/2019,659,59.2,961358721,155959,65,1188737111,7547115
The Perfect Girl,The Perfect Girl,Mareux,10/13/2019,2018,32.1,402007889,119524,72,275482156,4928693
If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,10/17/2019,1483,38.1,1145402792,134427,69,96493850,756954
Que Tire Pa Lante,Que Tire Pa Lante,Daddy Yankee,10/18/2019,1700,35.4,375589989,43389,59,1084403143,5320558
Car's Outside,YOU,James Arthur,10/18/2019,2876,26,578464780,64098,76,99386903,1089785
BEST ON EARTH (feat. BIA) - Bonus,BEST ON EARTH (feat. BIA),Russ,10/18/2019,3665,22.4,236121136,50891,60,66409032,793546
Lose You To Love Me,Lose You To Love Me,Selena Gomez,10/23/2019,1123,44.8,1222228366,109325,72,569150755,10176233
123 Song,123 Song,D Billions,10/23/2019,1214,42.9,628692,98,23,1754170433,3004414
Soltera,ııpico,Lunay,10/25/2019,2744,26.8,170646969,5488,47,990507015,5312366
Maniac,Maniac,Conan Gray,10/25/2019,3653,22.4,845222205,109624,71,108306968,2342473
Cry,Cry,Cigarettes After Sex,10/25/2019,4105,21,499764238,79594,78,100443510,1071510
Lalala - Ilkan Gunuc Remix,Lalala (Ilkan Gunuc Remix),Y2K,10/28/2019,2515,28.3,28240865,9377,49,,
Don't Start Now,Don't Start Now,Dua Lipa,10/31/2019,149,124.6,2607121959,270230,78,1201600884,10239198
Ella,Corridos Tumbados,Junior H,10/31/2019,4486,19.7,404073512,42797,69,328021225,1916957
Hola - Remix,Hola (Remix),Dalex,11/1/2019,3900,21.6,708615717,87957,64,258358932,749483
Say So,Hot Pink,Doja Cat,11/7/2019,306,87,1199270601,161574,69,879051516,10069968
Tusa,Tusa,KAROL G,11/7/2019,323,85.2,1497511486,157185,68,1816772749,12498062
Streets,Hot Pink,Doja Cat,11/7/2019,686,58.3,1056939084,154003,75,702463556,8269225
Like That (feat. Gucci Mane),Hot Pink,Doja Cat,11/7/2019,1405,39.5,510302007,74416,66,459871445,4568451
Don't Rush (feat. Headie One),Don't Rush (feat. Headie One),Young T & Bugsey,11/7/2019,4492,19.7,209328795,69599,54,176353020,1757636
Blueberry Faygo,Certified Hitmaker,Lil Mosey,11/8/2019,889,51.2,1295251940,197036,67,380793694,4733751
Woah,Woah,Lil Baby,11/8/2019,1851,33.8,420627588,104460,60,448194116,3160800
Better Together,What You See Is What You Get,Luke Combs,11/8/2019,2953,25.6,356603747,49050,69,177522757,963031
You should be sad,You should be sad,Halsey,11/8/2019,4490,19.7,557921212,56240,64,61717959,619110
Ayy Macarena,Ayy Macarena,Tyga,11/13/2019,2703,27.1,417311779,106485,61,325105642,5043313
Love Is Gone - Acoustic,Love Is Gone (Acoustic),SLANDER,11/13/2019,3993,21.3,486647778,83294,71,239866189,2910072
Hasbi Rabbi,Hasbi Rabbi,Huda Sisters,11/14/2019,3131,24.7,693675,146,23,943370184,4708766
Supalonely,STELLA & STEVE,BENEE,11/15/2019,845,52.8,738407486,111662,62,363250356,4622840
O Patinho Colorido,Bento e Totï¿½ï¿½ Vo,Bento e Totï¿,11/15/2019,2396,29.1,11029541,2068,52,1003456602,2729246
Rover (feat. DTG),Rover (feat. DTG),S1mba,11/15/2019,3075,25,384524938,109325,63,123438646,1195085
Show Yourself,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Idina Menzel,11/15/2019,3299,23.9,261261513,22264,62,636887969,3145041
Yaad Piya Ki Aane Lagi,Yaad Piya Ki Aane Lagi,Neha Kakkar,11/16/2019,1976,32.4,86910140,8749,56,626799451,4573766
Watermelon Sugar,Watermelon Sugar,Harry Styles,11/17/2019,243,99.7,2708151499,298135,82,872052223,11269126
Who Needs Love,Who Needs Love,Trippie Redd,11/19/2019,4107,21,238027193,60128,4,79782493,1147086
Vete,Vete,Bad Bunny,11/21/2019,1702,35.4,991885224,101177,64,600051690,4073946
Like I Want You,LIKE I WANT YOU,Giveon,11/21/2019,3623,22.6,382565051,85310,69,121875542,986189
Suicidal,Melly vs. Melvin,YNW Melly,11/22/2019,1146,44.4,572441305,113061,67,317626075,4533617
ily (i love you baby) (feat. Emilee),ily (feat. Emilee),Surf Mesa,11/26/2019,517,67.9,912461674,160875,70,200055211,2666083
Heartless,Heartless,The Weeknd,11/27/2019,1486,38,975754682,137196,73,222977264,2542926
Blinding Lights,Blinding Lights,The Weeknd,11/29/2019,56,194,4281468720,590392,83,833807130,10093211
Jerusalema (feat. Nomcebo Zikode),Jerusalem,Master KG,11/29/2019,885,51.3,406132477,110858,66,925222640,7714435
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,12/6/2019,109,146.6,1911559785,317345,78,441257231,4829633
Adore You,Adore You,Harry Styles,12/6/2019,442,73.2,1670164200,171120,78,721445001,8290855
My Oh My (feat. DaBaby),Romance,Camila Cabello,12/6/2019,1218,42.9,703865912,78873,68,344504691,5473016
High Fashion (feat. Mustard),Please Excuse Me For Being Antisocial,Roddy Ricch,12/6/2019,1351,40.3,538059363,113736,65,215454028,1626950
Jealous,Jealous,Eyedress,12/6/2019,1615,36.5,789418331,170553,78,100552408,2069625
Dream Girl - Remix,Dream Girl (Remix),Ir Sais,12/6/2019,3699,22.3,289196126,56563,64,403607329,2363349
Hello Koun,Hello Koun,Ritesh Pandey,12/9/2019,2972,25.6,4078322,178,18,987792547,3856264
Famous Hoes,Famous Hoes,NLE Choppa,12/10/2019,3753,22.1,126680278,37176,54,114034780,1082538
Debo Entender,Debo Entender,Santa Fe Klan,12/12/2019,2168,30.8,335856859,27383,66,917170916,6108835
Salt,Salt (The Remixes),Ava Max,12/12/2019,2891,25.9,388802420,56080,62,267992366,1873271
Oh No,Cold As Ice,Kreepa,12/13/2019,473,70.6,40284121,14548,41,17978707,466425
Golden,Fine Line,Harry Styles,12/13/2019,1645,36,912294568,117541,70,332759355,5731914
Falling,Fine Line,Harry Styles,12/13/2019,2050,31.8,1225776509,135760,75,308365869,5355909
Porfa,Porfa,Feid,12/13/2019,2661,27.3,396184710,62515,65,656159660,2808401
On My Mind,On My Mind,Diplo,12/13/2019,3526,22.9,287897439,146593,60,68649223,853541
Sigues Con El,Sigues Con El,Dï¿½ï¿½melo,12/13/2019,4331,20.2,582595821,71602,60,212809052,1189005
ııııııııııııııı,ııııııııııııııı,YOASOBI,12/15/2019,2085,31.6,588095934,82659,67,690674947,5232424
Breaking Me,Breaking Me (feat. A7S),Topic,12/19/2019,590,62.5,1128612961,184002,69,473684535,3364098
moment,moment,Vierre Cloud,12/19/2019,3628,22.5,383570519,111710,71,25031987,409300
"Muqabla (From ""Street Dancer 3D"")","Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,12/21/2019,1093,45.8,102668822,8999,58,1111498706,6693422
Psycho,ıııThe ReVe Festivalııı Finale,Red Velvet,12/23/2019,2851,26.2,471042668,37370,66,716847469,9852754
Amor Tumbado,Mi Nuevo Yo,Natanael Cano,12/24/2019,2706,27,413743535,39980,73,420669522,2712590
Buttabomma - Telugu,"Buttabomma (From ""Ala Vaikunthapurramuloo"") - Single",Armaan Malik,12/24/2019,2722,27,92120986,8924,56,981723299,6195434
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","Garmi (From ""Street Dancer 3D"")",Badshah,12/26/2019,3154,24.6,129283318,9852,57,835213852,4972865
OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,12/27/2019,675,58.8,709850383,165912,70,75540671,750424
Alone Pt. II,Alone Pt. II,Alan Walker,12/27/2019,1740,35,606284550,81259,69,410411873,5873984
GATTI,JACKBOYS,JACKBOYS,12/27/2019,3033,25.2,415532384,143461,67,182358671,2007300
Bad Habits,#NAME?,Ed Sheeran,1/1/2020,159,120.8,1754311538,271758,74,958790883,7686994
Dakiti,Dakiti,Bad Bunny,1/1/2020,262,96.1,1977947460,245685,72,1861597184,10999677
Shivers,#NAME?,Ed Sheeran,1/1/2020,330,84.4,1568058093,188855,77,683237554,4641763
Peru,#NAME?,Fireboy DML,1/1/2020,2880,26,316588910,82524,62,276127028,1891292
Afterglow,#NAME?,Ed Sheeran,1/1/2020,3345,23.7,461495506,64344,63,183828202,2212191
La Jeepeta,La Jeepeta,Nio Garcia,1/2/2020,2958,25.6,80772450,17494,45,863475923,3921294
Yummy,Yummy,Justin Bieber,1/3/2020,579,63.2,792379282,96177,62,887226751,13188871
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")","Illegal Weapon 2.0 (From ""Street Dancer 3D"")",Jasmine Sandlas,1/4/2020,4434,19.8,173193166,12129,60,643258603,3362426
Moto,Moto - Single,Diler Kharkiya,1/6/2020,778,54.9,,424,,706716815,3418527
Good News,Good News,Mac Miller,1/9/2020,3567,22.8,447761883,116525,64,183168994,2032885
Morado,Morado,J Balvin,1/9/2020,4553,19.5,485274842,65140,58,257045287,2076627
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,1/10/2020,189,110.2,1237874594,276882,67,2430804498,12334565
Sum 2 Prove,Sum 2 Prove,Lil Baby,1/10/2020,807,54,444934033,141088,66,411628542,2868681
MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duhï¿,1/10/2020,1054,46.8,1104008150,173612,72,431904675,4882117
In Your Eyes (feat. Alida),In Your Eyes (feat. Alida),Robin Schulz,1/10/2020,4126,20.9,335496248,59904,56,152789030,979615
Skechers,Skechers,DripReport,1/12/2020,3280,24,402600493,78831,60,31685487,843639
Me Gusta,Me Gusta,Shakira,1/13/2020,3991,21.4,353815769,49237,61,392297415,3298273
"Lagdi Lahore Di (From ""Street Dancer 3D"")","Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,1/15/2020,2713,27,112851903,8311,61,540940484,2901887
Inolvidable,Inolvidable,Ovy On The Drums,1/15/2020,3712,22.2,256133319,38487,65,515007268,2900662
Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,1/17/2020,572,63.7,1456635235,241715,78,657464189,10293443
Black Swan,Black Swan,BTS,1/17/2020,3342,23.7,459923962,28314,64,603350721,14962059
P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),Jhenï¿½ï¿½,1/17/2020,3394,23.5,188774618,39746,63,175882087,1473683
Be Kind (with Halsey),Manic,Marshmello,1/17/2020,3829,21.8,664972754,67417,67,148754253,2371235
What A Man Gotta Do,What A Man Gotta Do,Jonas Brothers,1/17/2020,4104,21,505295731,47908,64,151335556,1772300
WHATS POPPIN,WHATS POPPIN,Jack Harlow,1/21/2020,854,52.6,819779577,161131,70,709454117,7190778
Boss Bitch,Boss Bitch,Doja Cat,1/23/2020,1352,40.3,878349171,126275,70,522643821,6171768
Diosa,Easy Money Baby,Myke Towers,1/24/2020,2484,28.6,465811322,70596,66,574401770,3127746
What If I Told You That I Love You,What If I Told You That I Love You,Ali Gatie,1/24/2020,3157,24.5,397893665,79817,58,290277607,3908510
Girl,Easy Money Baby,Myke Towers,1/24/2020,3523,23,358885100,66574,70,386760006,2110339
Before You Go - Guitar Acoustic,Before You Go EP,Lewis Capaldi,1/24/2020,4120,20.9,52223414,4281,55,,
Spongebob,Spongebob,Dante9k,1/28/2020,3356,23.7,902103,800,,,
Back to the Beat,Back to the Beat,DJ TikTok,1/28/2020,4293,20.3,539984,135,,,
Physical,Physical,Dua Lipa,1/30/2020,1115,45.1,967029446,108666,71,570687048,4489378
Medusa,Medusa,Jhay Cortez,2/5/2020,4514,19.6,234126191,47086,58,409564436,2500771
Intentions (feat. Quavo),Intentions,Justin Bieber,2/7/2020,521,67.5,1177960398,124387,69,1048571287,8326026
Invincible,Meet The Woo 2,Pop Smoke,2/7/2020,1573,37,549824221,173912,70,192954440,1879700
Broke In A Minute,Broke In A Minute,Tory Lanez,2/7/2020,2186,30.6,407015049,116527,70,44157454,665741
Element,Meet The Woo 2,Pop Smoke,2/7/2020,2457,28.8,523416171,164690,68,139802262,1087343
Get Back,Meet The Woo 2,Pop Smoke,2/7/2020,3800,21.9,355137565,123588,64,45164581,408483
Clouded,Fuck The World,Brent Faiyaz,2/7/2020,4264,20.4,556176640,86180,75,53515473,406554
Shut up My Moms Calling,Shut up My Moms Calling - Single,Hotel Ugly,2/10/2020,1983,32.4,864865822,155446,82,119059085,1543311
Goa Beach,Goa Beach,Tony Kakkar,2/11/2020,1576,36.9,33384757,3507,48,547206302,3673228
Bang!,Bang!,AJR,2/12/2020,1550,37.3,426425213,79159,56,140168452,1822530
Tattoo,Tattoo,Rauw Alejandro,2/13/2020,922,50.4,341742937,53836,58,1281379386,7138308
No Time To Die,No Time To Die,Billie Eilish,2/13/2020,2388,29.2,610838644,91391,70,369182880,7406983
Aesthetic,Aesthetic,Xilo,2/14/2020,969,49,27312761,9048,38,3538161,118805
Go Stupid,Go Stupid,Polo G,2/14/2020,1241,42.5,416388749,112485,69,122253253,1631776
...And to Those I Love Thanks for Sticking Around,STOP STARING AT THE SHADOWS,$uicideboy$,2/14/2020,1709,35.3,675082623,167727,73,269460083,3292285
Borderline,The Slow Rush,Tame Impala,2/14/2020,2380,29.2,671310199,156377,76,125724257,1588850
Ignorantes,Ignorantes,Bad Bunny,2/14/2020,2618,27.6,671572185,88857,62,417964046,2807917
Wet (She Got Thatï¿½ï,Wet,YFN Lucci,2/14/2020,4275,20.4,93229994,24779,44,143927230,1205650
After Hours,After Hours,The Weeknd,2/19/2020,1424,39,942637026,146801,75,335729967,2785787
Heartbreak Anniversary,HEARTBREAK ANNIVERSARY,Giveon,2/21/2020,665,59.1,1157206056,189404,75,158131164,1488878
Took Her To The O,Took Her To The O,King Von,2/21/2020,772,55.1,497832707,156669,74,265905159,2363958
Steven Universe,Steven Universe,L.Dre,2/21/2020,1245,42.4,54104852,14464,50,,
ON,MAP OF THE SOUL : 7,BTS,2/21/2020,1939,32.9,452491920,26714,64,945639729,27589023
Rojo,Rojo,J Balvin,2/27/2020,2970,25.6,606603985,69772,68,411037239,3771065
We Paid (feat. 42 Dugg),My Turn (Deluxe),Lil Baby,2/28/2020,1353,40.3,417634388,128536,68,507681327,3069325
Emotionally Scarred,My Turn,Lil Baby,2/28/2020,2261,30.1,289652584,93481,63,310518713,1797173
The Bigger Picture,My Turn (Deluxe),Lil Baby,2/28/2020,3120,24.7,254130819,82768,56,268797796,3273095
Low Down,My Turn (Deluxe),Lil Baby,2/28/2020,3191,24.4,241293946,87019,70,54454355,416677
Heatin Up (feat. Gunna),My Turn,Lil Baby,2/28/2020,4122,20.9,198573138,71523,61,63795996,496579
Stupid Love,Stupid Love,Lady Gaga,2/28/2020,4524,19.6,377746254,41379,62,192582605,2080748
Grace (feat. 42 Dugg),My Turn,Lil Baby,2/28/2020,4571,19.4,189972685,72066,65,201027333,1081402
Yo Perreo Sola,YHLQMDLG,Bad Bunny,2/29/2020,1036,47.1,745086450,95154,67,818482247,8068018
Safaera,YHLQMDLG,Bad Bunny,2/29/2020,1331,40.7,868744690,116275,70,491413241,3414196
Si Veo a Tu Mamï¿,YHLQMDLG,Bad Bunny,2/29/2020,1423,39.1,817199682,92013,70,741912041,6429361
La Santa,YHLQMDLG,Bad Bunny,2/29/2020,2361,29.3,915557792,96498,75,372427636,1612028
A Tu Merced,YHLQMDLG,Bad Bunny,2/29/2020,2856,26.1,778269101,94041,70,357643934,1517496
La Difï¿½ï¿,YHLQMDLG,Bad Bunny,2/29/2020,3112,24.8,718032755,88205,68,304269630,2445183
Una Vez,YHLQMDLG,Bad Bunny,2/29/2020,3141,24.6,563826995,75780,71,349516218,2323510
You Got It,You Got It,Vedo,3/6/2020,1367,40.1,378584974,56415,64,116036942,1608398
Savage,Suga,Megan Thee Stallion,3/6/2020,1563,37.1,427275743,63715,61,340951703,3460872
Captain Hook,Suga,Megan Thee Stallion,3/6/2020,2787,26.6,199063354,27343,59,140058306,1231359
B.S. (feat. H.E.R.),Chilombo,Jhenï¿½ï¿½,3/6/2020,4539,19.5,246615679,39348,63,144344028,1222484
WANNABE,IT'z ME,ITZY,3/9/2020,2825,26.3,365845397,29751,66,731488947,8414274
Por Primera Vez,Por Primera Vez,Camilo,3/9/2020,3201,24.4,297150374,25519,62,586564510,4724003
"Vaathi Coming (From ""Master"")","Vaathi Coming (From ""Master"")",Anirudh Ravichander,3/10/2020,3300,23.9,94152948,9693,56,675223784,6031429
Kings & Queens,Kings & Queens,Ava Max,3/12/2020,440,73.4,955439608,130031,73,627987518,6208902
Control,Control,Zoe Wees,3/13/2020,1407,39.5,457848626,81641,66,246089222,2528574
After Party,Heaven Or Hell,Don Toliver,3/13/2020,2005,32.2,706711575,170468,69,133159545,1623904
Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,3/13/2020,2923,25.8,609716786,136864,69,280056,4102
Freak (feat. REI AMI),Thrill Seeker,Sub Urban,3/13/2020,3652,22.4,193103080,47712,62,282087862,4970570
Cumbia Buena,Cumbia Buena,Grupo la Cumbia,3/13/2020,4476,19.7,35324338,8655,55,20232023,188767
Walk Em Down (feat. Roddy Ricch),Walk Em Down (feat. Roddy Ricch),NLE Choppa,3/19/2020,1584,36.8,565296902,139124,68,382444699,3526955
Azul,Colores,J Balvin,3/19/2020,2557,28,489654759,60072,63,478807073,3205287
Save Your Tears,After Hours,The Weeknd,3/20/2020,371,79.9,1995511952,304456,80,365257705,2699016
Save Your Tears (with Ariana Grande) (Remix),After Hours (Deluxe),The Weeknd,3/20/2020,884,51.4,1549317525,178149,73,385884628,4302435
Heather,Kid Krow,Conan Gray,3/20/2020,1276,41.8,1675083208,191604,80,138807824,3143644
Save Your Tears,After Hours (Deluxe),The Weeknd,3/20/2020,1827,34,1995511952,8264,49,,
In Your Eyes,After Hours,The Weeknd,3/20/2020,2054,31.8,940914292,130934,70,166787290,2132781
Break My Heart,Break My Heart,Dua Lipa,3/25/2020,496,69.2,1198689895,130486,71,761387435,6874611
Genda Phool (feat. Payal Dev),Genda Phool (feat. Payal Dev),Badshah,3/26/2020,930,50,86295058,7591,55,1022945729,6994273
Favorito,Favorito,Camilo,3/26/2020,2435,28.9,488713982,42311,58,596356173,4579674
Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Rauw Alejandro,3/26/2020,3860,21.7,439049524,57496,63,378728492,2017344
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,3/27/2020,184,111.3,2074721986,255296,77,1665434424,15432964
Levitating,Future Nostalgia,Dua Lipa,3/27/2020,841,52.9,946842175,145601,73,39855160,660222
Love Again,Future Nostalgia,Dua Lipa,3/27/2020,1279,41.7,665464734,90805,67,419361718,3354831
Fever,Future Nostalgia,Dua Lipa,3/27/2020,3532,22.9,381166294,50838,57,168485708,1688852
Relaciï¿½,Relaciï¿½,Sech,4/2/2020,821,53.6,468900803,62750,60,1137550621,7566148
Toosie Slide,Toosie Slide,Drake,4/3/2020,505,68.7,1059262917,200623,64,507137305,5604031
Mi Cuarto,DI LETRA,Jerry Di,4/3/2020,1694,35.5,427998483,56978,63,647941340,3317927
Rags2Riches (feat. ATR Son Son),Pray 4 Love,Rod Wave,4/3/2020,4366,20.1,164542767,35795,47,164259549,1321390
Hypnotized,Hypnotized,Purple Disco Machine,4/8/2020,2419,29,354683755,77323,58,213371276,1027195
MAMACITA,Mamacita,Black Eyed Peas,4/9/2020,1755,34.8,527632887,84301,58,395922237,2379259
One Of Them Girls,One Of Them Girls,Lee Brice,4/10/2020,1728,35.1,382466683,51259,67,187677909,917156
The Adults Are Talking,The New Abnormal,The Strokes,4/10/2020,2264,30.1,457933102,152115,76,161335622,1716915
El Envidioso,El Envidioso,Los Dos Carnales,4/10/2020,3037,25.2,250593875,25906,65,565294922,2855175
Gimme Love,Gimme Love (Channel Tres Remix),Joji,4/10/2020,4262,20.4,379518360,101883,21,127485188,2075278
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,4/17/2020,167,116.7,1638836101,272933,70,1170441361,13667470
you broke me first,you broke me first,Tate McRae,4/17/2020,409,75.6,1439465700,169076,77,706284693,7820244
More Than My Hometown,More Than My Hometown,Morgan Wallen,4/17/2020,2755,26.8,503296417,55067,74,198319407,665110
Party Girl,Party Girl,StaySolidRocky,4/21/2020,816,53.6,730440576,115574,67,199161217,2037639
Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer (Ao Vivo),Churrasquinho do Menos ï¿½ï¿½ Mais (Ao V,Grupo Menos ï¿½ï¿½,4/23/2020,2260,30.1,270944683,6608,,996737706,4480282
Laxed ï¿½ï¿½ï¿½ Sire,Laxed (Siren Beat),Jawsh 685,4/24/2020,77,168.9,,10230,,12489728,339414
Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,4/24/2020,104,150.5,61382407,7240,43,9977490,201210
